"transect","a_b","site","reserve","habitat","sample_date","sample_year","depth","depth_category","season","site_id","tag","visibility","factor_visibility","observer","species","size","distance","date_id","taxonomy_group"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus luridus",12,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus luridus",12,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus luridus",12,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus luridus",12,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Siganus luridus",12,3,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Thalassoma pavo",10,0,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Thalassoma pavo",4,0,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Thalassoma pavo",4,0,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Thalassoma pavo",4,0,16755,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN102fall2015",10,0.333333333,"SE","Chromis chromis",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",15,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",10,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",12,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",4,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",4,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",4,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Chromis chromis",2,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",4,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",4,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",8,0.5,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Chromis chromis",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Siganus luridus",15,10,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Epinephelus sp",15,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Siganus rivulatus",15,3,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
3,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN103fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,1,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,1,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",8,2,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,1,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,3,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",6,0.5,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",4,3,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Pteragogus pelycus",3,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Siganus rivulatus",8,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Sargocentron rubrum",10,1,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Siganus luridus",15,1,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",10,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Thalassoma pavo",6,0,16755,"fish"
4,"a","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Gobius sp",8,0,16755,"fish"
4,"b","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Gobius vittatus",6,0,16755,"fish"
4,"b","Sdot yam","N","Rocky",2015-11-16,2015,10,10,"fall","SdotYam10","Sdot yamN104fall2015",10,0.333333333,"SE","Chromis chromis",4,3,16755,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",8,5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",8,5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",8,5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",12,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",12,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",5,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",12,1.5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",12,1.5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",8,1.5,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Coris julis",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Coris julis",4,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Coris julis",4,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Serranus cabrilla",10,1,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Seriola dumerili",60,8,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Seriola dumerili",60,8,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Seriola dumerili",60,8,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Seriola dumerili",60,8,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Seriola dumerili",60,8,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Chromis chromis",12,6,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Siganus rivulatus",6,0,16764,"fish"
1,"b","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Synodus saurus",10,0,16764,"fish"
1,"b","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN451fall2015",8,0.416666667,"SE","Diplodus vulgaris",10,0,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",8,2,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Serranus cabrilla",15,0,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Siganus rivulatus",4,0,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Siganus rivulatus",4,0,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
2,"a","Sdot yam","N","Rocky",2015-11-25,2015,45,45,"fall","SdotYam45","Sdot yamN452fall2015",8,0.416666667,"SE","Chromis chromis",6,1,16764,"fish"
